date,symbol,side,strike,contracts,entryAt,entryPremium,exitAt,exitPremium,pnl,balanceAfter,reason
2026-06-04,SPY260604C00757000,Call,757,4,2026-06-17T06:18:07.610Z,0.55,2026-06-17T06:18:07.622Z,0.43,-48,2659,"Stop loss: premium 0.43 ≤ stop 0.44 (20% loss)"
2026-06-04,SPY260604C00757000,Call,757,4,2026-06-17T06:18:07.675Z,0.54,2026-06-17T06:18:07.684Z,0.57,12,2671,"Profit-lock stop: premium 0.57 ≤ locked stop 0.57 (raised to +5% profit after reaching +15% MFE)"
2026-06-04,SPY260604C00758000,Call,758,4,2026-06-17T06:18:08.509Z,0.45,2026-06-17T06:18:08.528Z,0.36,-36,2635,"Stop loss: premium 0.36 ≤ stop 0.36 (20% loss)"
2026-06-05,SPY260605P00749000,Put,749,2,2026-06-17T06:18:10.502Z,1.86,2026-06-17T06:18:10.508Z,1.3,-112,2523,"Stop loss: premium 1.30 ≤ stop 1.49 (20% loss)"
2026-06-05,SPY260605P00748000,Put,748,4,2026-06-17T06:18:11.572Z,1.21,2026-06-17T06:18:11.579Z,1.24,12,2535,"Profit-lock stop: premium 1.24 ≤ locked stop 1.27 (raised to +5% profit after reaching +15% MFE)"
2026-06-05,SPY260605P00748000,Put,748,4,2026-06-17T06:18:11.587Z,1.19,2026-06-17T06:18:11.597Z,1.89,280,2815,"Trailing stop: premium 1.89 ≤ 15% give-back from peak 2.26 (trail 1.92; armed at +25%)"
2026-06-05,SPY260605P00747000,Put,747,3,2026-06-17T06:18:11.947Z,1.38,2026-06-17T06:18:11.963Z,1.42,12,2827,"Profit-lock stop: premium 1.42 ≤ locked stop 1.45 (raised to +5% profit after reaching +15% MFE)"
2026-06-05,SPY260605P00746000,Put,746,3,2026-06-17T06:18:12.288Z,1.37,2026-06-17T06:18:12.294Z,1.67,90,2917,"Trailing stop: premium 1.67 ≤ 15% give-back from peak 2.05 (trail 1.74; armed at +25%)"
2026-06-05,SPY260605P00745000,Put,745,3,2026-06-17T06:18:12.750Z,1.44,2026-06-17T06:18:12.755Z,1.4,-12,2905,"Breakeven stop: premium 1.40 ≤ protected stop 1.44 (raised to entry 1.44 after reaching +10% MFE)"
2026-06-05,SPY260605P00744000,Put,744,4,2026-06-17T06:18:13.020Z,1.07,2026-06-17T06:18:13.029Z,1.22,60,2965,"Trailing stop: premium 1.22 ≤ 15% give-back from peak 1.56 (trail 1.33; armed at +25%)"
2026-06-05,SPY260605P00744000,Put,744,3,2026-06-17T06:18:13.033Z,1.38,2026-06-17T06:18:13.043Z,1.92,162,3127,"Trailing stop: premium 1.92 ≤ 15% give-back from peak 2.56 (trail 2.18; armed at +25%)"
2026-06-05,SPY260605P00741000,Put,741,4,2026-06-17T06:18:14.574Z,0.7,2026-06-17T06:18:14.579Z,0.88,72,3199,"Trailing stop: premium 0.88 ≤ 15% give-back from peak 1.04 (trail 0.88; armed at +26%)"
2026-06-05,SPY260605P00741000,Put,741,4,2026-06-17T06:18:14.603Z,0.89,2026-06-17T06:18:14.626Z,2.14,500,3699,"Trailing stop: premium 2.14 ≤ 15% give-back from peak 2.99 (trail 2.54; armed at +25%)"
2026-06-05,SPY260605P00739000,Put,739,3,2026-06-17T06:18:15.283Z,1.37,2026-06-17T06:18:15.285Z,1.42,15,3714,"Profit-lock stop: premium 1.42 ≤ locked stop 1.44 (raised to +5% profit after reaching +15% MFE)"
2026-06-05,SPY260605P00738000,Put,738,4,2026-06-17T06:18:15.454Z,0.89,2026-06-17T06:18:15.457Z,0.9,4,3718,"Profit-lock stop: premium 0.90 ≤ locked stop 0.93 (raised to +5% profit after reaching +15% MFE)"
2026-06-05,SPY260605P00738000,Put,738,4,2026-06-17T06:18:15.470Z,0.99,2026-06-17T06:18:15.481Z,2.38,556,4274,"Trailing stop: premium 2.38 ≤ 15% give-back from peak 2.80 (trail 2.38; armed at +25%)"
2026-06-05,SPY260605P00736000,Put,736,4,2026-06-17T06:18:16.223Z,1.19,2026-06-17T06:18:16.232Z,0.92,-108,4166,"Stop loss: premium 0.92 ≤ stop 0.95 (20% loss)"
2026-06-08,SPY260608P00741000,Put,741,4,2026-06-17T06:18:20.856Z,1.21,2026-06-17T06:18:20.869Z,1.34,52,4218,"Trailing stop: premium 1.34 ≤ 15% give-back from peak 1.65 (trail 1.40; armed at +25%)"
2026-06-08,SPY260608P00741000,Put,741,4,2026-06-17T06:18:20.904Z,1.11,2026-06-17T06:18:20.921Z,1.43,128,4346,"Trailing stop: premium 1.43 ≤ 15% give-back from peak 1.69 (trail 1.44; armed at +25%)"
2026-06-08,SPY260608P00741000,Put,741,3,2026-06-17T06:18:20.932Z,1.34,2026-06-17T06:18:20.939Z,1.3,-12,4334,"Breakeven stop: premium 1.30 ≤ protected stop 1.34 (raised to entry 1.34 after reaching +10% MFE)"
2026-06-08,SPY260608P00740000,Put,740,4,2026-06-17T06:18:21.216Z,0.98,2026-06-17T06:18:21.230Z,1.04,24,4358,"Trailing stop: premium 1.04 ≤ 15% give-back from peak 1.30 (trail 1.10; armed at +26%)"
2026-06-08,SPY260608P00741000,Put,741,4,2026-06-17T06:18:21.365Z,0.92,2026-06-17T06:18:21.379Z,1.07,60,4418,"Trailing stop: premium 1.07 ≤ 15% give-back from peak 1.35 (trail 1.15; armed at +25%)"
2026-06-08,SPY260608P00741000,Put,741,4,2026-06-17T06:18:21.413Z,1.07,2026-06-17T06:18:21.442Z,1.01,-24,4394,"Profit-lock stop: premium 1.01 ≤ locked stop 1.12 (raised to +5% profit after reaching +15% MFE)"
2026-06-08,SPY260608P00741000,Put,741,4,2026-06-17T06:18:22.181Z,0.7,2026-06-17T06:18:22.200Z,0.75,20,4414,"Trailing stop: premium 0.75 ≤ 15% give-back from peak 0.94 (trail 0.80; armed at +26%)"
2026-06-08,SPY260608P00741000,Put,741,4,2026-06-17T06:18:22.236Z,0.75,2026-06-17T06:18:22.281Z,1.44,276,4690,"Trailing stop: premium 1.44 ≤ 15% give-back from peak 1.76 (trail 1.50; armed at +25%)"
2026-06-08,SPY260608P00739000,Put,739,4,2026-06-17T06:18:22.527Z,0.78,2026-06-17T06:18:22.551Z,0.62,-64,4626,"Stop loss: premium 0.62 ≤ stop 0.62 (20% loss)"
2026-06-08,SPY260608P00739000,Put,739,4,2026-06-17T06:18:22.566Z,0.64,2026-06-17T06:18:22.582Z,0.97,132,4758,"Trailing stop: premium 0.97 ≤ 15% give-back from peak 1.28 (trail 1.09; armed at +25%)"
2026-06-09,SPY260609P00744000,Put,744,3,2026-06-17T06:18:24.755Z,1.46,2026-06-17T06:18:24.768Z,1.42,-12,4746,"Breakeven stop: premium 1.42 ≤ protected stop 1.46 (raised to entry 1.46 after reaching +10% MFE)"
2026-06-09,SPY260609P00744000,Put,744,3,2026-06-17T06:18:24.803Z,1.37,2026-06-17T06:18:24.867Z,3.53,648,5394,"Trailing stop: premium 3.53 ≤ 15% give-back from peak 4.95 (trail 4.21; armed at +25%)"
2026-06-09,SPY260609P00741000,Put,741,2,2026-06-17T06:18:25.796Z,1.67,2026-06-17T06:18:25.810Z,1.69,4,5398,"Profit-lock stop: premium 1.69 ≤ locked stop 1.75 (raised to +5% profit after reaching +15% MFE)"
2026-06-09,SPY260609P00740000,Put,740,3,2026-06-17T06:18:26.184Z,1.54,2026-06-17T06:18:26.217Z,4.73,957,6355,"Trailing stop: premium 4.73 ≤ 15% give-back from peak 5.82 (trail 4.95; armed at +25%)"
2026-06-09,SPY260609P00736000,Put,736,1,2026-06-17T06:18:27.619Z,2.57,2026-06-17T06:18:27.643Z,1.97,-60,6295,"Stop loss: premium 1.97 ≤ stop 2.06 (20% loss)"
2026-06-09,SPY260609P00735000,Put,735,3,2026-06-17T06:18:28.076Z,1.63,2026-06-17T06:18:28.199Z,4.04,723,7018,"Trailing stop: premium 4.04 ≤ 15% give-back from peak 5.20 (trail 4.42; armed at +25%)"
2026-06-09,SPY260609P00729000,Put,729,2,2026-06-17T06:18:30.347Z,1.96,2026-06-17T06:18:30.361Z,1.96,0,7018,"Profit-lock stop: premium 1.96 ≤ locked stop 2.06 (raised to +5% profit after reaching +15% MFE)"
2026-06-09,SPY260609P00728000,Put,728,2,2026-06-17T06:18:30.742Z,2,2026-06-17T06:18:30.760Z,1.89,-22,6996,"Profit-lock stop: premium 1.89 ≤ locked stop 2.10 (raised to +5% profit after reaching +15% MFE)"
2026-06-09,SPY260609P00727000,Put,727,2,2026-06-17T06:18:31.303Z,2.38,2026-06-17T06:18:31.323Z,2.8,84,7080,"Trailing stop: premium 2.80 ≤ 15% give-back from peak 3.45 (trail 2.93; armed at +25%)"
2026-06-09,SPY260609P00724000,Put,724,4,2026-06-17T06:18:32.605Z,1.15,2026-06-17T06:18:32.634Z,2.43,512,7592,"Trailing stop: premium 2.43 ≤ 15% give-back from peak 3.57 (trail 3.03; armed at +25%)"
2026-06-09,SPY260609P00732000,Put,732,2,2026-06-17T06:18:33.361Z,2.05,2026-06-17T06:18:33.378Z,1.95,-20,7572,"Profit-lock stop: premium 1.95 ≤ locked stop 2.15 (raised to +5% profit after reaching +15% MFE)"
2026-06-09,SPY260609P00732000,Put,732,3,2026-06-17T06:18:33.531Z,1.38,2026-06-17T06:18:33.542Z,1.41,9,7581,"Profit-lock stop: premium 1.41 ≤ locked stop 1.45 (raised to +5% profit after reaching +15% MFE)"
